LAT,LON,YEAR,MO,DY,rh2m,t2m,ws10m
11.5,76.25,2024,5,24,92.22,24.41,1.92
11.5,76.875,2024,5,24,85.95,24.77,2.58
11.5,77.5,2024,5,24,77.69,27.79,2.09
11.5,78.125,2024,5,24,76.76,28.53,2.19
11.5,78.75,2024,5,24,72.82,29.06,2.25
11.5,79.375,2024,5,24,72.11,30.38,3.19
11.5,80.0,2024,5,24,79.13,30.31,5.28
12.0,76.25,2024,5,24,89.55,24.44,1.84
12.0,76.875,2024,5,24,83.11,25.12,2.52
12.0,77.5,2024,5,24,76.72,26.81,1.58
12.0,78.125,2024,5,24,73.9,28.27,1.76
12.0,78.75,2024,5,24,67.66,29.65,1.73
12.0,79.375,2024,5,24,67.69,30.95,2.75
12.0,80.0,2024,5,24,76.59,30.58,4.79
12.5,76.25,2024,5,24,85.39,24.93,2.15
12.5,76.875,2024,5,24,79.14,26.2,2.57
12.5,77.5,2024,5,24,72.2,27.27,2.08
12.5,78.125,2024,5,24,70.75,28.19,1.82
12.5,78.75,2024,5,24,64.96,30.07,1.78
12.5,79.375,2024,5,24,63.39,31.31,2.59
12.5,80.0,2024,5,24,71.81,31.04,4.37
13.0,76.25,2024,5,24,83.12,25.13,2.49
13.0,76.875,2024,5,24,77.31,26.28,2.51
13.0,77.5,2024,5,24,68.09,27.48,2.51
13.0,78.125,2024,5,24,68.72,27.92,2.25
13.0,78.75,2024,5,24,62.78,30.1,2.0
13.0,79.375,2024,5,24,59.63,31.97,2.45
13.0,80.0,2024,5,24,67.1,31.75,3.78
13.5,76.25,2024,5,24,81.05,25.7,3.03
13.5,76.875,2024,5,24,75.27,26.59,3.2
13.5,77.5,2024,5,24,65.24,28.11,2.96
13.5,78.125,2024,5,24,65.62,28.63,2.72
13.5,78.75,2024,5,24,60.0,30.42,2.29
13.5,79.375,2024,5,24,57.37,32.16,2.56
13.5,80.0,2024,5,24,64.26,32.04,3.48
8.5,76.25,2024,5,25,82.31,29.28,8.92
8.5,76.875,2024,5,25,87.56,27.85,7.3
8.5,77.5,2024,5,25,87.78,26.62,6.85
8.5,78.125,2024,5,25,80.93,29.33,8.48
8.5,78.75,2024,5,25,82.28,29.68,10.46
8.5,79.375,2024,5,25,82.55,29.56,11.27
8.5,80.0,2024,5,25,84.01,28.69,9.74
9.0,76.25,2024,5,25,82.09,29.27,7.96
9.0,76.875,2024,5,25,88.24,26.8,4.51
9.0,77.5,2024,5,25,85.26,27.03,5.2
9.0,78.125,2024,5,25,80.34,29.08,6.35
9.0,78.75,2024,5,25,79.33,30.04,8.52
9.0,79.375,2024,5,25,81.39,30.0,10.07
9.0,80.0,2024,5,25,82.04,29.33,9.52
9.5,76.25,2024,5,25,82.74,29.04,6.65
9.5,76.875,2024,5,25,90.0,25.26,2.94
9.5,77.5,2024,5,25,83.68,25.97,3.31
9.5,78.125,2024,5,25,79.06,28.85,4.13
9.5,78.75,2024,5,25,79.69,29.48,5.71
9.5,79.375,2024,5,25,81.05,30.17,8.19
9.5,80.0,2024,5,25,81.52,29.9,9.24
10.0,76.25,2024,5,25,85.53,28.31,4.92
10.0,76.875,2024,5,25,91.72,23.52,2.37
10.0,77.5,2024,5,25,82.41,24.55,3.32
10.0,78.125,2024,5,25,76.3,28.32,3.11
10.0,78.75,2024,5,25,78.38,28.95,3.7
10.0,79.375,2024,5,25,80.21,29.88,5.79
10.0,80.0,2024,5,25,81.75,30.18,7.93
10.5,76.25,2024,5,25,86.34,27.73,3.97
10.5,76.875,2024,5,25,89.64,24.64,3.19
10.5,77.5,2024,5,25,80.19,25.8,5.0
10.5,78.125,2024,5,25,75.73,28.04,4.22
10.5,78.75,2024,5,25,76.68,28.72,3.95
10.5,79.375,2024,5,25,77.22,29.53,4.59
10.5,80.0,2024,5,25,80.74,30.06,6.48
11.0,76.25,2024,5,25,87.25,25.61,2.87
11.0,76.875,2024,5,25,84.93,24.88,3.96
11.0,77.5,2024,5,25,75.61,27.66,4.94
11.0,78.125,2024,5,25,75.75,28.19,4.36
11.0,78.75,2024,5,25,75.7,28.55,4.24
11.0,79.375,2024,5,25,74.56,29.53,4.26
11.0,80.0,2024,5,25,78.37,30.04,5.68
11.5,76.25,2024,5,25,88.12,23.3,2.31
11.5,76.875,2024,5,25,82.41,23.5,4.47
11.5,77.5,2024,5,25,74.76,26.88,3.57
11.5,78.125,2024,5,25,75.65,27.76,3.75
11.5,78.75,2024,5,25,73.75,28.2,4.27
11.5,79.375,2024,5,25,72.35,29.72,4.29
11.5,80.0,2024,5,25,76.43,30.18,5.61
12.0,76.25,2024,5,25,86.45,22.76,3.38
12.0,76.875,2024,5,25,82.56,23.32,4.81
12.0,77.5,2024,5,25,78.45,24.8,3.77
12.0,78.125,2024,5,25,76.6,26.38,4.69
12.0,78.75,2024,5,25,70.69,27.87,5.23
12.0,79.375,2024,5,25,68.18,29.88,4.88
12.0,80.0,2024,5,25,74.2,30.34,5.75
12.5,76.25,2024,5,25,83.25,22.95,4.33
12.5,76.875,2024,5,25,81.43,23.9,4.85
12.5,77.5,2024,5,25,79.21,24.25,5.45
12.5,78.125,2024,5,25,77.42,25.17,6.21
12.5,78.75,2024,5,25,68.83,27.81,6.26
12.5,79.375,2024,5,25,63.35,30.21,5.48
12.5,80.0,2024,5,25,69.07,30.92,5.36
13.0,76.25,2024,5,25,82.97,23.07,4.74
13.0,76.875,2024,5,25,81.29,23.81,4.96
13.0,77.5,2024,5,25,78.53,23.97,5.83
13.0,78.125,2024,5,25,77.37,24.6,6.35
13.0,78.75,2024,5,25,67.48,27.55,6.32
13.0,79.375,2024,5,25,60.11,30.56,5.22
13.0,80.0,2024,5,25,64.34,31.53,4.92
13.5,76.25,2024,5,25,82.28,23.6,5.13
13.5,76.875,2024,5,25,78.69,24.33,5.76
13.5,77.5,2024,5,25,73.79,24.91,6.39
13.5,78.125,2024,5,25,73.6,25.29,6.51
13.5,78.75,2024,5,25,66.57,27.17,6.42
13.5,79.375,2024,5,25,59.01,30.08,5.21
13.5,80.0,2024,5,25,63.17,31.25,5.35
8.5,76.25,2024,5,26,82.9,29.32,7.45
8.5,76.875,2024,5,26,86.71,28.05,6.15
8.5,77.5,2024,5,26,86.57,26.75,5.99
8.5,78.125,2024,5,26,78.62,29.46,7.46
8.5,78.75,2024,5,26,80.35,29.83,8.94
8.5,79.375,2024,5,26,81.56,29.7,9.58
8.5,80.0,2024,5,26,81.9,29.01,8.32
9.0,76.25,2024,5,26,81.31,29.4,6.88
9.0,76.875,2024,5,26,87.29,26.87,3.98
9.0,77.5,2024,5,26,83.71,26.92,5.27
9.0,78.125,2024,5,26,77.4,29.17,6.4
9.0,78.75,2024,5,26,76.51,30.15,8.07
9.0,79.375,2024,5,26,78.63,30.12,9.21
9.0,80.0,2024,5,26,77.87,29.76,8.41
9.5,76.25,2024,5,26,81.21,29.28,6.02
9.5,76.875,2024,5,26,88.01,25.58,2.8
9.5,77.5,2024,5,26,79.43,26.35,3.79
9.5,78.125,2024,5,26,73.06,29.51,4.28
9.5,78.75,2024,5,26,74.22,30.1,5.52
9.5,79.375,2024,5,26,77.76,30.3,7.73
9.5,80.0,2024,5,26,77.68,30.15,8.49
10.0,76.25,2024,5,26,84.07,28.48,4.66
10.0,76.875,2024,5,26,89.97,23.78,2.5
10.0,77.5,2024,5,26,77.27,25.18,4.32
10.0,78.125,2024,5,26,68.67,29.4,3.5
10.0,78.75,2024,5,26,71.07,30.09,3.59
10.0,79.375,2024,5,26,74.89,30.46,5.27
10.0,80.0,2024,5,26,77.78,30.41,7.39
10.5,76.25,2024,5,26,86.3,27.81,4.07
10.5,76.875,2024,5,26,89.32,24.75,3.81
10.5,77.5,2024,5,26,76.94,26.3,6.27
10.5,78.125,2024,5,26,69.56,29.03,5.19
10.5,78.75,2024,5,26,69.07,29.98,4.78
10.5,79.375,2024,5,26,69.76,30.64,5.0
10.5,80.0,2024,5,26,75.35,30.58,6.6
11.0,76.25,2024,5,26,88.63,25.83,3.1
11.0,76.875,2024,5,26,86.91,24.92,4.47
11.0,77.5,2024,5,26,74.93,27.81,6.1
11.0,78.125,2024,5,26,71.83,28.77,5.75
11.0,78.75,2024,5,26,68.55,29.6,5.82
11.0,79.375,2024,5,26,65.69,30.9,5.66
11.0,80.0,2024,5,26,71.91,30.94,6.41
11.5,76.25,2024,5,26,89.64,23.8,2.63
11.5,76.875,2024,5,26,85.2,23.67,4.5
11.5,77.5,2024,5,26,74.44,27.11,4.05
11.5,78.125,2024,5,26,72.67,28.26,4.66
11.5,78.75,2024,5,26,67.44,29.21,5.5
11.5,79.375,2024,5,26,63.79,31.21,5.52
11.5,80.0,2024,5,26,70.25,31.29,6.08
12.0,76.25,2024,5,26,87.23,23.43,3.72
12.0,76.875,2024,5,26,83.59,23.83,4.93
12.0,77.5,2024,5,26,76.11,25.7,3.89
12.0,78.125,2024,5,26,72.87,27.43,4.85
12.0,78.75,2024,5,26,65.0,29.28,5.51
12.0,79.375,2024,5,26,61.38,31.59,5.14
12.0,80.0,2024,5,26,68.88,31.5,5.52
12.5,76.25,2024,5,26,84.14,23.55,4.64
12.5,76.875,2024,5,26,80.99,24.67,5.42
12.5,77.5,2024,5,26,74.79,25.74,5.98
12.5,78.125,2024,5,26,71.26,26.89,6.51
12.5,78.75,2024,5,26,62.22,29.69,6.1
12.5,79.375,2024,5,26,56.45,32.25,4.94
12.5,80.0,2024,5,26,63.48,32.22,4.86
13.0,76.25,2024,5,26,83.52,23.63,4.92
13.0,76.875,2024,5,26,79.02,24.81,5.65
13.0,77.5,2024,5,26,72.11,25.76,6.79
13.0,78.125,2024,5,26,69.86,26.55,7.32
13.0,78.75,2024,5,26,59.46,29.75,6.8
13.0,79.375,2024,5,26,51.14,33.03,5.05
13.0,80.0,2024,5,26,56.5,33.33,3.69
13.5,76.25,2024,5,26,80.07,24.47,5.25
13.5,76.875,2024,5,26,75.34,25.45,6.32
13.5,77.5,2024,5,26,69.46,26.45,7.13
13.5,78.125,2024,5,26,67.47,27.07,7.79
13.5,78.75,2024,5,26,59.48,29.36,7.82
13.5,79.375,2024,5,26,49.36,32.96,6.14
13.5,80.0,2024,5,26,52.62,33.89,3.77
8.5,76.25,2024,5,27,84.15,29.07,7.78
8.5,76.875,2024,5,27,87.9,27.87,6.6
8.5,77.5,2024,5,27,87.91,26.69,6.91
8.5,78.125,2024,5,27,80.95,29.35,8.46
8.5,78.75,2024,5,27,83.2,29.6,10.23
8.5,79.375,2024,5,27,84.61,29.39,11.06
8.5,80.0,2024,5,27,84.61,28.74,9.83
9.0,76.25,2024,5,27,83.84,29.15,7.29
9.0,76.875,2024,5,27,89.44,26.83,4.31
9.0,77.5,2024,5,27,85.35,27.03,6.03
9.0,78.125,2024,5,27,78.63,29.32,7.33
9.0,78.75,2024,5,27,78.47,30.12,9.45
9.0,79.375,2024,5,27,81.62,29.97,10.83
9.0,80.0,2024,5,27,80.99,29.59,10.03
9.5,76.25,2024,5,27,83.66,29.19,6.24
9.5,76.875,2024,5,27,89.6,25.75,3.0
9.5,77.5,2024,5,27,80.86,26.59,4.18
9.5,78.125,2024,5,27,75.29,29.67,5.3
9.5,78.75,2024,5,27,76.7,30.07,7.37
9.5,79.375,2024,5,27,80.79,30.24,9.79
9.5,80.0,2024,5,27,80.64,30.05,10.49
10.0,76.25,2024,5,27,86.28,28.54,4.63
10.0,76.875,2024,5,27,90.21,24.17,2.67
10.0,77.5,2024,5,27,77.2,25.64,4.5
10.0,78.125,2024,5,27,69.28,29.93,3.69
10.0,78.75,2024,5,27,72.01,30.49,4.46
10.0,79.375,2024,5,27,77.32,30.64,6.82
10.0,80.0,2024,5,27,81.54,30.32,9.05
10.5,76.25,2024,5,27,86.74,27.96,3.79
10.5,76.875,2024,5,27,87.8,25.18,4.14
10.5,77.5,2024,5,27,74.94,26.89,6.6
10.5,78.125,2024,5,27,67.69,29.77,5.13
10.5,78.75,2024,5,27,67.59,30.7,4.75
10.5,79.375,2024,5,27,69.81,31.2,5.53
10.5,80.0,2024,5,27,78.24,30.7,7.62
11.0,76.25,2024,5,27,86.23,25.85,2.81
11.0,76.875,2024,5,27,82.03,25.33,5.01
11.0,77.5,2024,5,27,69.94,28.6,6.57
11.0,78.125,2024,5,27,67.61,29.61,5.92
11.0,78.75,2024,5,27,65.62,30.37,5.9
11.0,79.375,2024,5,27,63.8,31.61,6.04
11.0,80.0,2024,5,27,72.76,31.22,7.39
11.5,76.25,2024,5,27,85.1,23.86,2.59
11.5,76.875,2024,5,27,77.7,24.19,5.04
11.5,77.5,2024,5,27,67.35,28.15,4.31
11.5,78.125,2024,5,27,67.73,29.24,4.76
11.5,78.75,2024,5,27,64.48,30.09,5.66
11.5,79.375,2024,5,27,61.78,31.91,5.98
11.5,80.0,2024,5,27,70.01,31.6,7.2
12.0,76.25,2024,5,27,83.07,23.77,3.99
12.0,76.875,2024,5,27,77.41,24.55,5.27
12.0,77.5,2024,5,27,70.55,26.69,3.76
12.0,78.125,2024,5,27,69.67,28.35,4.54
12.0,78.75,2024,5,27,63.23,30.12,5.34
12.0,79.375,2024,5,27,59.77,32.36,5.34
12.0,80.0,2024,5,27,68.44,31.87,6.29
12.5,76.25,2024,5,27,81.13,24.1,4.79
12.5,76.875,2024,5,27,77.26,25.45,5.41
12.5,77.5,2024,5,27,72.55,26.4,5.68
12.5,78.125,2024,5,27,70.64,27.37,6.11
12.5,78.75,2024,5,27,62.29,30.08,6.04
12.5,79.375,2024,5,27,54.4,33.0,5.25
12.5,80.0,2024,5,27,62.22,32.73,5.24
13.0,76.25,2024,5,27,81.34,24.45,4.89
13.0,76.875,2024,5,27,77.77,25.43,5.28
13.0,77.5,2024,5,27,71.83,26.18,6.25
13.0,78.125,2024,5,27,70.87,26.68,6.83
13.0,78.75,2024,5,27,59.89,30.0,6.92
13.0,79.375,2024,5,27,49.1,33.86,5.68
13.0,80.0,2024,5,27,54.07,34.14,4.19
13.5,76.25,2024,5,27,78.73,25.63,5.11
13.5,76.875,2024,5,27,75.25,26.29,5.84
13.5,77.5,2024,5,27,70.27,26.94,6.45
13.5,78.125,2024,5,27,68.88,27.25,7.2
13.5,78.75,2024,5,27,60.44,29.59,7.77
13.5,79.375,2024,5,27,48.73,33.53,7.01
13.5,80.0,2024,5,27,50.63,34.72,4.93
8.5,76.25,2024,5,28,85.49,28.52,8.45
8.5,76.875,2024,5,28,88.78,27.27,6.9
8.5,77.5,2024,5,28,88.47,25.97,7.2
8.5,78.125,2024,5,28,80.39,28.89,8.83
8.5,78.75,2024,5,28,81.44,29.37,10.3
8.5,79.375,2024,5,28,82.12,29.34,10.75
8.5,80.0,2024,5,28,81.4,28.9,9.53
9.0,76.25,2024,5,28,84.7,28.53,7.68
9.0,76.875,2024,5,28,89.45,26.24,4.53
9.0,77.5,2024,5,28,86.78,26.21,6.01
9.0,78.125,2024,5,28,79.42,28.65,7.25
9.0,78.75,2024,5,28,77.07,29.86,9.28
9.0,79.375,2024,5,28,79.19,29.89,10.38
9.0,80.0,2024,5,28,77.26,29.81,9.73
9.5,76.25,2024,5,28,85.94,28.22,6.35
9.5,76.875,2024,5,28,90.88,24.85,2.94
9.5,77.5,2024,5,28,85.85,25.29,4.08
9.5,78.125,2024,5,28,77.89,28.67,5.3
9.5,78.75,2024,5,28,75.48,29.82,7.0
9.5,79.375,2024,5,28,78.15,30.27,9.17
9.5,80.0,2024,5,28,77.43,30.19,10.1
10.0,76.25,2024,5,28,89.86,27.46,4.83
10.0,76.875,2024,5,28,93.41,23.31,2.52
10.0,77.5,2024,5,28,83.8,24.39,4.17
10.0,78.125,2024,5,28,74.3,28.58,3.97
10.0,78.75,2024,5,28,73.16,29.96,4.66
10.0,79.375,2024,5,28,75.53,30.63,6.49
10.0,80.0,2024,5,28,78.91,30.46,8.44
10.5,76.25,2024,5,28,91.82,27.05,4.08
10.5,76.875,2024,5,28,92.78,24.51,3.96
10.5,77.5,2024,5,28,82.18,25.87,6.05
10.5,78.125,2024,5,28,73.88,28.64,5.22
10.5,78.75,2024,5,28,71.68,29.98,4.86
10.5,79.375,2024,5,28,70.92,30.93,5.67
10.5,80.0,2024,5,28,76.88,30.8,7.05
11.0,76.25,2024,5,28,92.71,25.55,2.99
11.0,76.875,2024,5,28,89.43,24.98,4.61
11.0,77.5,2024,5,28,77.04,27.9,6.08
11.0,78.125,2024,5,28,74.24,28.8,5.68
11.0,78.75,2024,5,28,71.8,29.62,5.64
11.0,79.375,2024,5,28,67.71,31.18,6.19
11.0,80.0,2024,5,28,73.3,31.26,7.09
11.5,76.25,2024,5,28,92.29,23.94,2.69
11.5,76.875,2024,5,28,85.61,24.12,4.6
11.5,77.5,2024,5,28,73.2,27.78,4.14
11.5,78.125,2024,5,28,72.89,28.62,4.53
11.5,78.75,2024,5,28,68.79,29.55,5.59
11.5,79.375,2024,5,28,64.41,31.7,6.07
11.5,80.0,2024,5,28,71.13,31.61,6.95
12.0,76.25,2024,5,28,88.36,23.89,3.97
12.0,76.875,2024,5,28,81.52,24.65,5.11
12.0,77.5,2024,5,28,73.11,26.68,3.84
12.0,78.125,2024,5,28,70.72,28.16,4.62
12.0,78.75,2024,5,28,62.4,30.17,5.67
12.0,79.375,2024,5,28,58.8,32.48,5.25
12.0,80.0,2024,5,28,68.66,31.83,5.74
12.5,76.25,2024,5,28,83.07,24.41,4.91
12.5,76.875,2024,5,28,77.62,25.81,5.44
12.5,77.5,2024,5,28,70.83,26.93,5.82
12.5,78.125,2024,5,28,67.84,27.85,6.19
12.5,78.75,2024,5,28,58.7,30.73,5.89
12.5,79.375,2024,5,28,53.4,33.08,4.47
12.5,80.0,2024,5,28,62.19,32.55,4.57
13.0,76.25,2024,5,28,80.03,24.63,5.26
13.0,76.875,2024,5,28,74.79,25.91,5.37
13.0,77.5,2024,5,28,67.32,26.91,6.34
13.0,78.125,2024,5,28,65.34,27.52,6.56
13.0,78.75,2024,5,28,56.64,30.46,5.85
13.0,79.375,2024,5,28,48.34,33.4,4.62
13.0,80.0,2024,5,28,53.24,33.79,3.75
13.5,76.25,2024,5,28,75.52,25.52,5.32
13.5,76.875,2024,5,28,70.49,26.63,5.85
13.5,77.5,2024,5,28,64.56,27.5,6.45
13.5,78.125,2024,5,28,62.5,28.06,6.73
13.5,78.75,2024,5,28,57.03,29.6,6.57
13.5,79.375,2024,5,28,47.76,32.86,5.83
13.5,80.0,2024,5,28,49.44,34.37,4.44
8.5,76.25,2024,5,29,84.79,28.97,8.27
8.5,76.875,2024,5,29,89.9,27.37,6.21
8.5,77.5,2024,5,29,90.3,25.89,6.36
8.5,78.125,2024,5,29,80.51,28.95,8.38
8.5,78.75,2024,5,29,81.53,29.53,9.17
8.5,79.375,2024,5,29,82.25,29.49,9.2
8.5,80.0,2024,5,29,81.42,29.05,7.78
9.0,76.25,2024,5,29,85.0,28.59,7.1
9.0,76.875,2024,5,29,91.46,25.93,3.97
9.0,77.5,2024,5,29,87.18,26.15,5.73
9.0,78.125,2024,5,29,78.16,28.84,7.13
9.0,78.75,2024,5,29,76.91,30.02,8.03
9.0,79.375,2024,5,29,78.49,30.12,8.36
9.0,80.0,2024,5,29,76.13,30.05,7.4
9.5,76.25,2024,5,29,85.2,28.33,5.91
9.5,76.875,2024,5,29,90.75,24.94,2.72
9.5,77.5,2024,5,29,82.84,26.06,3.73
9.5,78.125,2024,5,29,73.96,29.68,3.96
9.5,78.75,2024,5,29,73.28,30.44,4.61
9.5,79.375,2024,5,29,77.59,30.42,6.3
9.5,80.0,2024,5,29,76.72,30.37,6.84
10.0,76.25,2024,5,29,87.07,27.85,4.42
10.0,76.875,2024,5,29,90.96,23.6,2.32
10.0,77.5,2024,5,29,79.09,25.43,3.46
10.0,78.125,2024,5,29,69.54,29.84,2.64
10.0,78.75,2024,5,29,70.23,30.63,2.29
10.0,79.375,2024,5,29,73.86,30.82,3.66
10.0,80.0,2024,5,29,77.86,30.45,5.5
10.5,76.25,2024,5,29,87.7,27.58,3.83
10.5,76.875,2024,5,29,89.2,24.9,3.74
10.5,77.5,2024,5,29,77.44,26.61,5.44
10.5,78.125,2024,5,29,69.57,29.45,4.58
10.5,78.75,2024,5,29,68.29,30.49,3.97
10.5,79.375,2024,5,29,68.52,31.13,3.91
10.5,80.0,2024,5,29,74.99,30.7,5.22
11.0,76.25,2024,5,29,88.64,26.07,2.93
11.0,76.875,2024,5,29,85.81,25.49,4.28
11.0,77.5,2024,5,29,73.62,28.42,5.66
11.0,78.125,2024,5,29,70.37,29.32,5.35
11.0,78.75,2024,5,29,67.25,30.16,5.36
11.0,79.375,2024,5,29,64.76,31.39,5.12
11.0,80.0,2024,5,29,71.61,31.1,5.85
11.5,76.25,2024,5,29,89.92,24.27,2.54
11.5,76.875,2024,5,29,84.04,24.44,4.12
11.5,77.5,2024,5,29,71.19,28.2,3.82
11.5,78.125,2024,5,29,69.77,29.08,4.12
11.5,78.75,2024,5,29,64.42,30.03,4.99
11.5,79.375,2024,5,29,61.29,31.87,5.08
11.5,80.0,2024,5,29,70.42,31.39,5.94
12.0,76.25,2024,5,29,88.45,23.89,3.6
12.0,76.875,2024,5,29,82.46,24.58,4.66
12.0,77.5,2024,5,29,72.69,26.83,3.7
12.0,78.125,2024,5,29,69.48,28.38,4.32
12.0,78.75,2024,5,29,60.48,30.25,5.14
12.0,79.375,2024,5,29,55.52,32.64,4.87
12.0,80.0,2024,5,29,67.47,31.81,5.4
12.5,76.25,2024,5,29,84.78,24.13,4.52
12.5,76.875,2024,5,29,79.13,25.56,5.29
12.5,77.5,2024,5,29,72.63,26.67,5.73
12.5,78.125,2024,5,29,68.82,27.73,6.04
12.5,78.75,2024,5,29,58.52,30.52,6.04
12.5,79.375,2024,5,29,48.81,33.7,5.13
12.5,80.0,2024,5,29,58.94,33.06,4.72
13.0,76.25,2024,5,29,82.72,24.37,4.78
13.0,76.875,2024,5,29,77.95,25.48,5.3
13.0,77.5,2024,5,29,70.88,26.38,6.23
13.0,78.125,2024,5,29,67.84,27.09,6.61
13.0,78.75,2024,5,29,55.11,30.57,6.49
13.0,79.375,2024,5,29,43.19,34.65,4.97
13.0,80.0,2024,5,29,49.91,34.6,3.47
13.5,76.25,2024,5,29,78.14,25.53,4.93
13.5,76.875,2024,5,29,73.85,26.28,5.69
13.5,77.5,2024,5,29,67.96,27.0,6.32
13.5,78.125,2024,5,29,64.31,27.59,6.87
13.5,78.75,2024,5,29,53.94,30.1,6.96
13.5,79.375,2024,5,29,42.13,34.01,5.74
13.5,80.0,2024,5,29,45.88,35.01,3.22
8.5,76.25,2024,5,30,85.08,28.52,8.44
8.5,76.875,2024,5,30,89.07,27.29,6.57
8.5,77.5,2024,5,30,89.12,26.13,5.79
8.5,78.125,2024,5,30,80.66,29.34,6.96
8.5,78.75,2024,5,30,82.95,29.75,7.54
8.5,79.375,2024,5,30,84.99,29.53,7.69
8.5,80.0,2024,5,30,84.31,29.13,6.55
9.0,76.25,2024,5,30,85.48,28.41,7.43
9.0,76.875,2024,5,30,90.31,26.32,4.25
9.0,77.5,2024,5,30,86.15,26.66,5.19
9.0,78.125,2024,5,30,77.86,29.44,5.95
9.0,78.75,2024,5,30,77.6,30.52,6.33
9.0,79.375,2024,5,30,81.11,30.35,6.83
9.0,80.0,2024,5,30,79.45,30.14,6.37
9.5,76.25,2024,5,30,85.4,28.45,6.5
9.5,76.875,2024,5,30,90.43,25.43,2.88
9.5,77.5,2024,5,30,81.81,26.79,3.1
9.5,78.125,2024,5,30,72.7,30.46,3.34
9.5,78.75,2024,5,30,71.05,31.34,3.61
9.5,79.375,2024,5,30,76.89,30.99,5.0
9.5,80.0,2024,5,30,79.3,30.52,6.23
10.0,76.25,2024,5,30,87.77,27.99,5.17
10.0,76.875,2024,5,30,91.04,24.11,2.33
10.0,77.5,2024,5,30,78.54,26.09,2.76
10.0,78.125,2024,5,30,69.32,30.27,2.66
10.0,78.75,2024,5,30,69.2,31.07,2.76
10.0,79.375,2024,5,30,73.63,31.24,3.37
10.0,80.0,2024,5,30,79.51,30.75,5.19
10.5,76.25,2024,5,30,88.88,27.67,4.46
10.5,76.875,2024,5,30,90.0,25.29,3.38
10.5,77.5,2024,5,30,77.9,27.13,4.69
10.5,78.125,2024,5,30,71.01,29.6,4.37
10.5,78.75,2024,5,30,69.74,30.47,4.14
10.5,79.375,2024,5,30,69.79,31.26,4.04
10.5,80.0,2024,5,30,76.58,31.01,4.9
11.0,76.25,2024,5,30,89.55,26.32,3.39
11.0,76.875,2024,5,30,86.41,25.97,3.66
11.0,77.5,2024,5,30,75.19,28.78,4.88
11.0,78.125,2024,5,30,72.98,29.38,4.74
11.0,78.75,2024,5,30,70.12,30.07,4.78
11.0,79.375,2024,5,30,66.23,31.56,4.77
11.0,80.0,2024,5,30,73.2,31.36,5.18
11.5,76.25,2024,5,30,89.88,25.0,2.59
11.5,76.875,2024,5,30,83.71,25.36,3.02
11.5,77.5,2024,5,30,74.54,28.4,2.99
11.5,78.125,2024,5,30,73.1,29.17,3.44
11.5,78.75,2024,5,30,68.57,30.01,4.16
11.5,79.375,2024,5,30,62.77,32.33,4.47
11.5,80.0,2024,5,30,71.54,31.74,4.89
12.0,76.25,2024,5,30,87.89,25.09,2.75
12.0,76.875,2024,5,30,81.98,25.78,3.0
12.0,77.5,2024,5,30,77.28,27.06,2.42
12.0,78.125,2024,5,30,73.3,28.62,3.22
12.0,78.75,2024,5,30,65.86,30.29,3.96
12.0,79.375,2024,5,30,58.08,33.2,3.95
12.0,80.0,2024,5,30,68.53,32.29,4.22
12.5,76.25,2024,5,30,84.23,25.45,2.41
12.5,76.875,2024,5,30,78.76,26.7,3.24
12.5,77.5,2024,5,30,75.8,27.07,3.65
12.5,78.125,2024,5,30,72.55,28.08,4.14
12.5,78.75,2024,5,30,64.22,30.56,4.17
12.5,79.375,2024,5,30,53.09,33.85,3.62
12.5,80.0,2024,5,30,61.35,33.38,3.8
13.0,76.25,2024,5,30,81.14,25.58,2.87
13.0,76.875,2024,5,30,76.37,26.64,3.21
13.0,77.5,2024,5,30,73.37,26.81,4.05
13.0,78.125,2024,5,30,71.14,27.46,4.53
13.0,78.75,2024,5,30,61.24,30.54,4.38
13.0,79.375,2024,5,30,48.54,34.44,3.31
13.0,80.0,2024,5,30,54.25,34.53,3.46
13.5,76.25,2024,5,30,76.91,26.42,3.84
13.5,76.875,2024,5,30,73.01,27.09,4.34
13.5,77.5,2024,5,30,68.87,27.53,4.65
13.5,78.125,2024,5,30,66.66,28.14,4.98
13.5,78.75,2024,5,30,57.77,30.51,4.99
13.5,79.375,2024,5,30,45.89,34.41,3.84
13.5,80.0,2024,5,30,52.35,34.88,3.34
8.5,76.25,2024,5,31,84.43,29.1,7.91
8.5,76.875,2024,5,31,88.9,27.79,6.21
8.5,77.5,2024,5,31,89.65,26.52,5.43
8.5,78.125,2024,5,31,81.59,29.34,5.89
8.5,78.75,2024,5,31,84.21,29.57,6.05
8.5,79.375,2024,5,31,85.33,29.39,5.96
8.5,80.0,2024,5,31,85.43,28.79,5.01
9.0,76.25,2024,5,31,85.28,28.94,7.05
9.0,76.875,2024,5,31,90.95,26.72,3.88
9.0,77.5,2024,5,31,87.2,26.91,4.43
9.0,78.125,2024,5,31,79.66,29.23,4.6
9.0,78.75,2024,5,31,79.66,30.05,4.63
9.0,79.375,2024,5,31,82.76,29.8,5.2
9.0,80.0,2024,5,31,83.2,29.31,5.08
9.5,76.25,2024,5,31,85.9,28.84,6.25
9.5,76.875,2024,5,31,90.97,25.81,2.72
9.5,77.5,2024,5,31,82.88,26.85,2.64
9.5,78.125,2024,5,31,74.03,30.13,2.52
9.5,78.75,2024,5,31,74.86,30.38,2.83
9.5,79.375,2024,5,31,80.64,30.08,4.26
